Size_of_ROIs,Mean_Value,St_Deviation,Skewness,Gradient_Mean_value,Gradient_Variance,Percentage_non_zero_Gradients,Contrast,Correlation,Entropy,Homogenity,Run_Percentage,Long_run_Emphasis,Gray_Value_Distribution,Yearly_Production
20101,104.0395503,99.42683341,0.449286265,135.493301,11837.89421,0.86786727,40.48450227,0.000100961,3.787527983,0.202903595,0.500472613,1.969383698,3152.780318,4944.239165
20186,104.4260378,99.43409708,0.43671315,135.5892691,11834.83967,0.868572278,43.68806741,0.000100945,3.782748774,0.202990584,0.500297236,1.968115655,3168.317952,4959.020002
20083,113.5272619,100.1637554,0.166464805,140.2410461,12046.52245,0.866852562,41.13539387,9.95E-05,3.663825487,0.203651663,0.500871384,1.968784173,3171.423104,4937.286311
19929,112.9309047,100.118259,0.179452869,140.2252887,12013.11825,0.868483115,46.20249324,9.96E-05,3.69116413,0.203992169,0.500326158,1.956373483,3125.614983,4898.901916
20117,104.9762887,99.32462021,0.414273876,136.649108,11863.50452,0.868966546,50.34300071,0.000101121,3.756925644,0.204010688,0.499527763,1.984774604,3142.86128,4907.539755
20134,104.3633158,99.42332939,0.435775994,136.4293104,11868.14845,0.869275852,58.53344974,0.000100877,3.771750885,0.203949326,0.499602662,1.969977135,3157.439209,4922.736356
20259,114.8045313,100.5331812,0.12801446,141.1010597,12100.10482,0.868206723,46.27680798,9.87E-05,3.758172941,0.202883546,0.498938743,1.980807281,3172.939058,4938.942422
20174,113.9687221,100.5525308,0.15521243,140.8305791,12071.61252,0.868444533,53.28929311,9.86E-05,3.765456705,0.203847543,0.500991375,1.956465816,3179.349065,4978.340457
20386,105.3875208,99.50914719,0.404253494,135.2936871,11804.59029,0.869665457,55.11504282,0.000100731,3.813771928,0.203030228,0.499215148,1.969047853,3190.225312,5009.335855
20892,101.4770726,99.26899153,0.520947493,134.8692813,11825.29896,0.868370668,36.96745065,0.000101307,3.762617026,0.203452928,0.499186291,1.983123981,3266.384217,5097.928373
20103,113.2729941,100.1055671,0.168301311,140.9564555,12078.17313,0.868029647,52.32196349,9.95E-05,3.684711573,0.20325533,0.499378202,1.976591294,3143.172129,4931.109971
20630,113.9250121,100.2774848,0.153053918,140.9790042,12057.23787,0.869025691,39.52888605,9.92E-05,3.663228085,0.203885761,0.501163354,1.961795145,3248.456814,5076.940033
20365,104.8807758,99.31059021,0.423157436,136.0815051,11908.76435,0.867419592,37.10014561,0.000101216,3.721332029,0.203631587,0.500417383,1.970954764,3195.438819,4996.549799
20330,104.0952779,99.41514506,0.44742222,136.0901267,11893.43433,0.867978357,39.84868845,0.000100983,3.784851028,0.202785664,0.500983768,1.968188513,3193.759548,4994.886303
20638,115.1843202,100.7823265,0.124292518,140.3410153,12040.64008,0.869803276,83.42557485,9.82E-05,3.793198158,0.202197818,0.500581452,1.967863711,3237.14713,5047.79276
20205,114.6258352,100.5873946,0.13506557,140.4101978,12047.47411,0.869339272,77.35417118,9.84E-05,3.784600425,0.202768658,0.499579312,1.977016049,3159.900931,4952.064791
20086,108.1253609,99.70278419,0.326669966,136.239881,11809.8693,0.867420094,49.40825036,0.000100352,3.764117844,0.203015096,0.501443792,1.961179508,3156.032566,4927.381851
20100,106.4912438,99.72598845,0.374393456,136.2471365,11807.45241,0.868905473,57.95238356,0.000100264,3.814657672,0.203010961,0.50119403,1.959896764,3152.543776,4914.812587
20095,114.9018661,100.51432,0.124917738,141.574273,12104.14524,0.868524509,51.49301896,9.87E-05,3.72301653,0.203239191,0.501119682,1.968818272,3154.330288,4910.345581
20567,111.0295133,99.70625414,0.240637334,140.4791061,12028.60522,0.86784655,38.256257,0.000100391,3.664392754,0.203250623,0.500753634,1.972133217,3236.41237,5052.280707
20139,100.0668355,99.48558523,0.564515474,134.3762273,11894.47407,0.86781866,50.52973592,0.000100784,3.768082768,0.203798845,0.501216545,1.96740638,3166.128393,4951.439073
19689,98.88689116,99.56998541,0.597066061,133.6346142,11960.89635,0.866168927,42.98262473,0.000100633,3.780255566,0.20350074,0.500838031,1.964202414,3091.859548,4823.342156
19865,111.9240876,100.0490288,0.211624559,138.9829969,11960.87932,0.867656683,44.38665929,9.97E-05,3.731272202,0.203659559,0.500629247,1.971342383,3118.283057,4855.347914
20597,112.8629412,100.0373518,0.182172025,139.1492102,11934.59224,0.868184687,39.38104119,9.97E-05,3.686839713,0.20323263,0.499296014,1.974329055,3227.306496,5053.68767
20610,102.7077632,99.37339343,0.490670001,135.4032325,11800.79563,0.867103348,40.73052138,0.000101046,3.759236593,0.203473861,0.500824842,1.960763418,3251.062197,5093.05154
20086,103.3927611,99.2724102,0.466043405,135.2785988,11811.58717,0.867718809,44.33428165,0.000101257,3.745726064,0.203767359,0.5,1.975206612,3148.271732,4908.847854
20383,111.1604769,99.95223717,0.234747145,139.7247092,12038.37828,0.86827258,52.57294473,9.98E-05,3.736357975,0.203518661,0.499681107,1.971035837,3197.523711,4991.399018
19437,109.8615013,99.52044128,0.274399972,138.5909735,11944.51586,0.868858363,48.83073787,0.00010076,3.715449997,0.202476046,0.499819931,1.949974267,3044.990324,4783.860319
19424,110.0777904,99.71041617,0.268318314,136.4923534,11864.00273,0.867689456,50.53869688,0.000100332,3.76454918,0.202673354,0.499897035,1.980432544,3047.908342,4759.965191
20599,105.2536045,99.30900284,0.413115027,136.6050771,11874.67797,0.86887713,39.42998721,0.0001012,3.744240877,0.202984595,0.499927181,1.976403185,3232.376578,5047.756263
20335,110.9158594,99.87255207,0.243889579,138.3308906,11905.94472,0.86746988,46.14139887,0.000100017,3.73106806,0.203605943,0.500172117,1.967849769,3199.244814,4994.905024
20110,115.6684734,100.5802373,0.101415485,140.2579735,12034.96573,0.868324217,41.85984372,9.86E-05,3.704384992,0.203007097,0.499303829,1.979384523,3145.072702,4896.346081
20071,104.1877834,99.21064575,0.4495014,134.5784788,11842.4575,0.867918888,40.53353775,0.000101374,3.740411947,0.201958946,0.500572966,1.959490395,3152.41694,4944.614213
20701,102.1381093,99.23957255,0.502935501,134.5581485,11839.80465,0.869329984,50.44076332,0.000101301,3.79741612,0.20278438,0.499879233,1.973328179,3236.92327,5071.948782
20153,106.8449362,99.32033828,0.36382806,137.6854141,11857.14939,0.868307448,46.36892886,0.00010117,3.725606807,0.202992806,0.499776708,1.975377284,3150.532168,4927.021446
20585,105.8433325,99.22716563,0.398289447,137.2827093,11854.48049,0.868010687,46.30973074,0.000101328,3.706090505,0.203324753,0.501433082,1.962894788,3242.279209,5048.486146
20110,107.2439085,99.49845299,0.351637503,136.4135491,11773.56775,0.86842367,52.97044039,0.00010074,3.753960561,0.203412355,0.500248633,1.958548708,3154.562028,4918.278926
20353,108.581929,99.47892632,0.311083468,136.4180956,11782.69919,0.868471478,52.8372093,0.000100805,3.73882718,0.203371689,0.499926301,1.976216216,3192.585651,4994.400885
20089,110.0131415,99.79132462,0.271295783,137.7718099,11899.87392,0.869182139,55.43389849,0.000100133,3.769167965,0.203369114,0.50067201,1.958142772,3159.822828,4923.958441
20379,109.6078807,99.66906956,0.279047566,137.3659747,11897.56879,0.868541145,38.50721983,0.000100493,3.740049605,0.203269412,0.499877325,1.97369196,3184.911259,4987.724649
20599,106.5343949,99.85665456,0.365536635,136.8677935,11879.26618,0.868391669,38.10453964,0.000100147,3.80824757,0.2026844,0.499247536,1.971314664,3208.714897,5015.182225
19389,105.8358863,99.45961216,0.389243305,136.6470158,11868.85771,0.868017948,38.34065996,0.000100902,3.734818253,0.203601568,0.500077363,1.972256601,3029.342616,4761.738243
19881,110.3080328,99.68734716,0.257407554,140.0491629,11918.18972,0.867662592,40.67280571,0.000100417,3.683342265,0.204093308,0.500075449,1.976664655,3120.409173,4868.824784
20351,108.6819812,99.39149499,0.308924424,137.9346227,11895.21235,0.866443909,36.92175696,0.000101039,3.694234967,0.203074431,0.499434917,1.985242031,3188.339827,4967.366785
20342,102.9620981,99.24585248,0.48218114,135.4105089,11902.94008,0.867761282,35.89543295,0.00010134,3.732003228,0.203299387,0.500245797,1.97543239,3196.046973,4982.523978
19872,104.8782709,99.29788506,0.424161466,135.4878989,11887.43334,0.866847826,37.26720894,0.000101244,3.723447795,0.203270877,0.501207729,1.96375502,3117.813655,4877.3749
19944,110.0668873,99.63823214,0.270880205,138.7925437,11986.51895,0.867629362,47.97965709,0.000100471,3.711118086,0.202953228,0.501103089,1.964078447,3137.058235,4902.721633
19332,110.6603042,99.75169219,0.248020415,139.0903248,11984.73748,0.868663356,52.48521957,0.000100266,3.746248727,0.202863624,0.499224084,1.97078023,3027.484924,4743.124961
19109,101.0520174,99.87088752,0.533264724,134.9409885,11866.54888,0.867287665,59.6278291,9.99E-05,3.828925883,0.203044825,0.501386781,1.95230143,3006.469366,4718.382528
19845,101.4447972,99.29688736,0.518512836,134.6502422,11880.68128,0.870345175,54.73574555,0.000101186,3.803489208,0.203158058,0.498715042,1.976053349,3086.119733,4865.677781
19850,106.6643325,99.61242805,0.365184915,137.6874132,11965.0864,0.868463476,54.96964325,0.000100502,3.748992323,0.2041829,0.500352645,1.947744664,3107.993153,4891.758357
20365,107.0889271,99.75600609,0.355405788,136.9824378,11974.58671,0.868647189,35.53146401,0.000100317,3.792586755,0.202819099,0.500466487,1.955357143,3188.684262,4994.932692
19907,108.1520571,99.9085236,0.323028943,137.9972813,12034.94344,0.866780529,49.9932619,9.99E-05,3.778278061,0.203920482,0.500678153,1.967693388,3124.985151,4909.202267
19806,101.6447541,99.72039185,0.515082089,134.4554931,11895.67412,0.866757548,48.43929801,0.000100297,3.803918961,0.202925638,0.499192164,1.966015981,3102.815313,4851.471124
20682,107.9886375,99.72901253,0.329358169,138.9752033,11994.70993,0.868533024,56.38221562,0.000100261,3.816989555,0.203221299,0.500531863,1.959621329,3243.258501,5098.274343
20420,107.6786974,99.59074759,0.339981334,139.188425,11974.19118,0.869098923,44.00946389,0.00010065,3.789097198,0.202749462,0.499755142,1.97344439,3200.191181,5010.142969
19260,97.53322949,98.49866763,0.67022618,133.6197927,12049.89662,0.871962617,38.37114338,0.000102877,3.84804545,0.188694638,0.498753894,1.976889444,2952.287945,4698.763689
19590,96.4755998,98.81702961,0.691580232,133.3420354,12023.53214,0.871618173,35.78665319,0.000102211,3.766803281,0.193816044,0.500102093,1.972848831,3030.809329,4805.61774
20105,113.4132305,100.3378041,0.170949427,139.8114199,11978.12805,0.867495648,64.13439362,9.90E-05,3.767723285,0.203352729,0.501367819,1.950297619,3160.619841,4919.011706
20346,114.756414,100.5833921,0.12829199,140.4033707,11955.93381,0.869212622,58.30055058,9.86E-05,3.785021286,0.203276257,0.5,1.972377863,3181.853042,4993.583702
20082,96.97540086,101.4465201,0.595171056,135.6728671,12106.49526,0.868339807,53.44965525,9.69E-05,3.864399295,0.202712371,0.500796733,1.961817639,3140.710848,4930.30178
19869,105.3448588,99.76281894,0.400387882,135.9687949,12073.41266,0.868790578,59.47147363,0.00010023,3.807224366,0.202806939,0.499622528,1.974614687,3110.579934,4858.772338
20609,111.0159154,99.7931782,0.243496293,139.587615,11987.78598,0.869377456,51.51296661,0.000100142,3.744875328,0.203001112,0.500655054,1.968986238,3249.40628,5070.396395
20181,110.1926069,99.58139649,0.262533327,139.3993182,11983.22064,0.869382092,48.36225573,0.000100611,3.714231901,0.202965718,0.499628363,1.979073688,3158.807795,4952.019339
20119,104.3084646,98.84397004,0.453525435,136.2919252,11788.02586,0.871017446,51.20007647,0.00010205,3.754595658,0.199542444,0.50151598,1.949851338,3141.303865,4937.384341
20181,103.9827065,98.86323831,0.460680013,136.2667223,11784.0942,0.8712155,57.60235128,0.000101996,3.761115671,0.199998001,0.500619394,1.961793527,3152.163021,4934.732951
19582,95.41706669,99.81563333,0.689996975,135.6445389,12052.01453,0.868399551,48.98196427,0.000100123,3.775809642,0.203337359,0.500510673,1.961534537,3073.469952,4782.855933
20399,96.41933428,99.68309798,0.666087966,135.7019902,12037.13904,0.868571989,51.14137281,0.000100397,3.805906261,0.202619054,0.500220599,1.960211682,3197.663269,4981.512348
20473,96.00605676,99.41896981,0.682296992,133.4564888,12087.05127,0.868509745,41.76921015,0.00010095,3.74798433,0.20230638,0.499535974,1.954923242,3203.744109,5022.678303
20088,96.04594783,99.54446465,0.676631651,133.6134178,12115.15744,0.868976503,46.36020834,0.00010069,3.7738488,0.203041994,0.500049781,1.957292185,3146.152812,4926.110801
19905,103.8554635,99.32684584,0.452979292,137.1568666,11894.70416,0.869781462,53.55011874,0.000101099,3.779589783,0.203098788,0.500627983,1.980732564,3116.275866,4869.272554
20323,102.4826551,99.38097961,0.488504554,136.8160676,11898.32268,0.869163017,49.3779519,0.000101028,3.78690994,0.203252979,0.499335728,1.961765865,3171.705558,4980.121009
19720,96.49462475,99.80091939,0.657777643,135.0978302,12019.1844,0.868965517,50.36150156,0.00010012,3.799539928,0.20368549,0.499239351,1.976434738,3091.827425,4815.063992
20931,94.17113373,100.3178725,0.708343262,134.920253,12266.2747,0.869667001,41.11243844,9.91E-05,3.81700927,0.203581413,0.498972815,1.986307928,3276.051896,5097.783799
20082,115.6700528,101.0552789,0.107369682,141.3765654,12179.53508,0.87033164,71.61836489,9.75E-05,3.801970493,0.203345864,0.499651429,1.963623679,3155.979071,4931.78832
19645,115.705523,100.9308991,0.103500661,140.1670556,12128.87292,0.867294477,52.14152898,9.79E-05,3.745337585,0.203229281,0.500738101,1.959642167,3085.011386,4835.922639
20567,100.9317839,99.1809552,0.540683569,135.2010968,11802.99371,0.868818982,46.77117242,0.000101422,3.750353793,0.203314562,0.500024311,1.971898094,3224.689809,5012.84189
20365,100.7522219,99.12016295,0.549477569,134.7072081,11831.35896,0.868499877,37.08961984,0.000101634,3.716022463,0.202289988,0.499287994,1.97501967,3194.582809,4982.505507
19681,115.8750572,101.5390664,0.101518375,141.0820017,12110.8658,0.868705858,66.78472805,9.67E-05,3.812003023,0.203160316,0.500838372,1.956173278,3082.457036,4838.954956
21427,113.0889999,101.5440685,0.176910741,139.9172979,12075.76043,0.867643627,42.58482462,9.68E-05,3.833970806,0.203158057,0.500163345,1.974059905,3364.008491,5242.900532
20600,100.4887864,100.2485211,0.534812057,134.8170638,11968.54455,0.867718447,49.96936111,9.93E-05,3.844097033,0.202478201,0.501019417,1.940025191,3223.87104,5054.573879
20598,102.4135838,99.45508124,0.493596507,134.3206624,11862.40984,0.869259151,43.03756794,0.000100885,3.795776671,0.202623607,0.499174677,1.991052324,3230.312974,5027.568177
20342,115.1423164,100.8760396,0.120932889,139.9220186,12032.25639,0.86795792,55.64926257,9.80E-05,3.790128277,0.203082664,0.499950841,1.97394297,3189.922517,4997.915634
20366,112.5992831,100.295396,0.191098203,139.342509,11954.08565,0.86870274,53.25616135,9.92E-05,3.780156719,0.203284801,0.499754493,1.971605423,3187.767145,4997.685596
20668,103.3807819,99.79306485,0.460334238,135.0971028,11937.13358,0.8680569,38.05361503,0.000100226,3.813125239,0.203451276,0.500145152,1.969526942,3237.17626,5060.060269
20110,102.6113874,99.67977022,0.483723789,135.3034652,11895.12296,0.867677772,39.7879714,0.000100455,3.791872748,0.203489891,0.500099453,1.959431242,3153.412648,4951.158099
20162,111.4140462,100.2403994,0.226204837,139.8257793,12019.33834,0.869655788,47.17383249,9.93E-05,3.805444688,0.203207451,0.499454419,1.974677259,3143.943793,4937.347567
19902,108.0459753,99.97132118,0.328095908,139.1473932,11998.57681,0.868354939,49.12871506,9.98E-05,3.819599072,0.203153447,0.501105417,1.968314449,3121.071393,4878.576456
20330,106.2544024,99.44921223,0.379490129,135.960913,11836.06761,0.868076734,50.36337115,0.000100853,3.796201421,0.203205206,0.499557304,1.973808586,3176.597479,4979.099449
20197,107.6143982,99.51389101,0.343719298,135.7159679,11829.44612,0.867752637,49.21083256,0.000100718,3.782036363,0.201991608,0.500618904,1.975373356,3162.28375,4955.526753
19625,113.0714904,100.055504,0.177468403,139.9201239,12009.12849,0.867923567,37.77075741,9.97E-05,3.653287211,0.203405111,0.500636943,1.977099237,3081.097099,4813.007532
21099,112.7857244,100.0411524,0.184521742,139.8954531,12028.49566,0.867102706,39.24768783,9.97E-05,3.650398668,0.203883028,0.498886203,1.972639179,3315.293749,5172.566407
20678,104.1619112,99.4446255,0.440957669,136.4384774,11866.29797,0.869281362,46.28848909,0.000100915,3.803775515,0.203255804,0.500048361,1.965377176,3234.966151,5049.273308
19700,103.5822335,99.46342867,0.460219373,136.3692026,11878.30427,0.868832487,44.5797409,0.000100847,3.763690042,0.204065287,0.500913706,1.968990677,3094.601743,4826.546818
20738,110.2512296,99.92832825,0.261970878,139.7886975,12031.24329,0.868550487,57.45366989,9.99E-05,3.8203098,0.202673946,0.499324911,1.980009657,3243.867214,5064.665089
20704,111.5822063,100.0631497,0.224118098,139.5530146,12012.40309,0.869976816,60.68060413,9.96E-05,3.80587983,0.202927076,0.499806801,1.968592965,3253.968496,5069.66409
20576,103.7779452,99.36348981,0.448607845,135.3800559,11789.93909,0.869848367,58.6723209,0.000101011,3.814904357,0.203376097,0.498639191,1.990545809,3202.534308,5014.857895
21170,103.8814832,99.52337158,0.452017172,135.3715173,11802.78748,0.86948512,50.99394253,0.000100706,3.81895169,0.203081514,0.49914974,1.979085833,3320.913504,5190.167408
20213,110.1998219,100.0155153,0.259990374,138.8362379,11984.36372,0.869687825,71.85970539,9.97E-05,3.793091035,0.203488682,0.499530005,1.982866198,3160.417253,4932.734971
20370,110.1571429,100.0600792,0.261308821,138.9059785,11974.80964,0.868630339,73.18328841,9.96E-05,3.79844802,0.203194414,0.499509082,1.978476658,3179.453464,4983.882359
20087,98.20142381,99.31360143,0.621926685,134.4552652,11818.3302,0.868223229,36.78199026,0.000101195,3.704378998,0.203723476,0.501169911,1.970100328,3159.128539,4915.554088
20481,99.50827596,98.98056717,0.583951874,134.686391,11828.59779,0.868170499,48.87104036,0.00010184,3.728560766,0.20232171,0.498999072,1.985616438,3196.670254,5012.58454
20342,112.027136,100.1812676,0.213748796,139.000763,11966.57518,0.868891948,64.89644747,9.93E-05,3.746516193,0.202350745,0.498918494,1.975268499,3178.93891,4979.916346
19889,111.5836895,99.9154009,0.222496944,138.8614708,11984.14148,0.866961637,42.52457294,1.00E-04,3.704750877,0.203533431,0.500175977,1.974366707,3125.968838,4875.188581
20356,100.8805758,99.1719895,0.539421016,134.8559956,11862.31429,0.870308509,48.27546396,0.000101446,3.748724285,0.203828378,0.499803498,1.97562414,3181.478671,4990.691174
20583,102.3352767,99.20683238,0.502259042,135.0868356,11854.24865,0.867754943,46.24789378,0.000101368,3.729916341,0.203293641,0.50051013,1.965734809,3235.190837,5057.100175
19637,110.5831339,99.78338924,0.24967941,140.6142891,12090.09581,0.868411672,45.70793882,0.000100252,3.729934013,0.203317993,0.499668992,1.9815532,3072.392377,4799.373216
19653,110.1275123,99.62521628,0.26217204,140.6436496,12078.42215,0.868467918,35.62695258,0.000100594,3.702308384,0.203183116,0.499618379,1.980344231,3067.985436,4800.357572
20381,98.89127128,99.41123959,0.60081976,134.3832277,11930.39463,0.868799372,52.60454717,0.000100921,3.754027038,0.203584767,0.500122663,1.968311586,3207.828215,5017.205631
20438,96.0543106,99.27925706,0.679412696,133.8983048,12008.17038,0.867990997,36.89261348,0.000101291,3.724064552,0.202930899,0.498776788,1.980478713,3191.837159,5001.479694
20592,102.4630925,99.04830955,0.499769042,136.2708395,11891.42543,0.867327117,40.14817973,0.000101721,3.702973363,0.202967178,0.5,1.981351981,3239.710567,5041.622378
20376,103.0858363,99.05819839,0.479698791,136.0300651,11902.69096,0.868374558,35.80710359,0.000101713,3.669156192,0.203311366,0.499509227,1.980251523,3196.071134,4979.742386
20204,104.474807,99.51843165,0.432154116,135.6443315,11891.24727,0.868540883,40.04703643,0.000100795,3.793867112,0.202665911,0.499208078,1.976799524,3158.038667,4951.82907
20707,103.5411697,99.61825175,0.461448838,135.3665978,11893.30924,0.868208818,45.62632471,0.000100505,3.826587883,0.202915519,0.500362196,1.973072097,3245.956471,5092.047775
20209,109.1716562,99.45775778,0.29295647,138.6731763,12005.56088,0.86793013,39.37207153,0.0001009,3.678763809,0.203400427,0.499975259,1.961599367,3167.400238,4944.765637
20400,106.3677941,99.1241208,0.381360028,138.0600245,11991.57402,0.8675,37.84455568,0.000101621,3.648215909,0.202805171,0.5,1.959509804,3203.387451,5005.562353
20346,101.6263639,99.24394545,0.521673939,136.0467233,11894.03299,0.868671975,43.72066285,0.000101325,3.784720954,0.202230788,0.500147449,1.958333333,3187.60397,5019.158412
19280,102.3716805,99.29561207,0.495346902,136.3009158,11916.44542,0.866078838,36.974023,0.000101245,3.751674847,0.203227525,0.499377593,1.966140424,3013.975073,4717.051309
20827,105.0376915,99.14504966,0.418292662,137.2439336,11975.68463,0.866615451,43.44912225,0.000101425,3.658816652,0.204597428,0.499399818,1.975290837,3265.160369,5089.644361
20172,103.9395697,99.11815661,0.45522128,137.2427809,11959.89892,0.868134047,42.70980392,0.000101577,3.708086515,0.203141651,0.500991473,1.968632496,3172.203048,4949.512171
20611,96.03687351,99.59379653,0.678617872,134.8881221,11981.4623,0.869438649,60.53897764,0.000100507,3.794995842,0.203407637,0.500849061,1.956989247,3233.536278,5052.615616
20351,95.00491376,99.41214721,0.70909483,134.3104149,12014.79321,0.86831114,40.6611267,0.000101003,3.718917503,0.203159582,0.499877156,1.981618008,3182.614076,4975.571906
16528,112.5272265,99.53984458,0.220663353,139.4395597,12052.32777,0.868647144,66.75505119,0.000100512,3.79306358,0.194893001,0.50018151,1.947139228,2558.800411,4073.658522
17840,110.7159193,100.2837983,0.250565467,139.3424492,12051.84592,0.866928251,67.45671493,9.90E-05,3.762739644,0.202551561,0.498430493,1.964574899,2771.273729,4370.126631
20103,108.0631747,99.65062533,0.330577215,138.410203,11976.50599,0.868129135,44.9615721,0.000100468,3.764515486,0.203257111,0.500024872,1.973836053,3164.558297,4909.369678
20685,107.9859318,99.71438784,0.332004933,139.0048931,11953.92369,0.868068649,52.2939148,0.00010033,3.789436418,0.203196277,0.500604303,1.975760502,3251.350555,5057.972091
20330,106.6689129,99.08536427,0.369087373,137.5901543,11935.87999,0.867437285,32.65173941,0.000101714,3.647418494,0.202711307,0.499360551,1.985027581,3181.045902,4950.413909
18928,107.9744294,99.53506745,0.331348588,137.8616728,11969.44156,0.862637363,33.8120915,0.000100752,3.674365593,0.203817686,0.501584954,1.95017906,2980.58774,4658.593006
18725,110.988785,99.50384543,0.249129047,136.7777069,12087.08195,0.867716956,64.92402525,0.000100678,3.816885904,0.198692403,0.499279039,1.973045245,2908.58156,4575.22013
20624,110.5703064,99.6245101,0.258613969,136.6944111,12054.03336,0.87049069,61.75069178,0.000100427,3.840664843,0.199943861,0.499078743,1.994753716,3206.576023,5032.24881
20339,109.9511775,99.99889775,0.277334973,138.108044,11980.46174,0.869020109,40.86328294,9.98E-05,3.772081882,0.202126783,0.500467083,1.945279497,3185.856273,4973.186462
20357,105.9069116,99.52870533,0.388237699,138.0864923,11971.28841,0.868202584,30.23630968,0.000100785,3.741562544,0.204092008,0.498550867,1.964035866,3186.959208,4973.108385
19892,103.677408,99.7247539,0.455952342,137.5955448,11929.40829,0.868489845,60.32994363,0.000100226,3.826899371,0.202560969,0.500653529,1.971181846,3112.387087,4884.051712
19845,104.5151424,99.65684437,0.425266082,137.6460516,11955.65928,0.867825649,42.47592398,0.000100481,3.803292468,0.203804388,0.498815823,1.991514294,3095.394787,4845.952621
20328,105.5832349,99.25530933,0.405680282,137.5650681,11973.07108,0.868900039,32.2955319,0.000101367,3.712465333,0.202817188,0.499262102,1.976746477,3197.902749,4975.318652
20878,102.4977009,99.08780516,0.49621568,136.5735945,11974.80158,0.867707635,33.00908852,0.000101664,3.693717503,0.203363414,0.50071846,1.96355462,3278.202793,5148.007844
18772,89.8668762,100.6509928,0.824966947,133.0122183,12416.10008,0.86698274,58.11849541,9.84E-05,3.766883505,0.203785533,0.4987215,1.977355266,2941.069857,4608.002564
18053,90.53564505,100.6470343,0.81244192,132.8471435,12414.49174,0.865451725,56.62947963,9.84E-05,3.782370331,0.203426646,0.499972304,1.956015954,2839.93419,4455.149346
20139,105.7326084,99.27977831,0.400712483,137.467976,11989.01839,0.867073837,41.66171977,0.000101244,3.727626645,0.202794771,0.500074482,1.976864264,3163.430146,4929.114388
21165,106.3872903,99.38485538,0.375887916,137.7222964,11984.106,0.867564375,39.09270769,0.000101044,3.74179003,0.203761576,0.499220411,1.987507098,3318.410373,5185.725913
20337,98.31622166,99.40022074,0.613006646,135.5004153,12004.89338,0.868417171,68.36659647,0.000100864,3.769528158,0.203572966,0.499877071,1.968620893,3185.061381,4960.945898
20583,97.42607977,99.39932296,0.643997006,135.1865546,12010.12377,0.868775203,43.68476058,0.000101005,3.718274057,0.20349464,0.499878541,1.976090971,3241.347167,5051.853339
20117,101.2926878,99.00254447,0.530669444,135.1403457,11953.34889,0.868966546,33.40673985,0.000101879,3.697701837,0.202726986,0.499130089,1.980181257,3141.477841,4927.290011
20358,102.6528637,99.3164232,0.491934713,135.298852,11967.04987,0.86766873,33.27837109,0.000101251,3.728654859,0.202658411,0.498771982,1.964447508,3198.043333,4998.814063
20150,89.90799007,100.6295606,0.829816939,132.7214479,12931.03188,0.867791563,39.86735751,9.86E-05,3.743423883,0.203884521,0.500148883,1.96844612,3174.754515,4946.143481
19910,91.98608739,100.3474193,0.779379881,132.8375641,12841.0189,0.867955801,54.71794307,9.90E-05,3.798033544,0.20362618,0.501205424,1.956308247,3133.09039,4919.040685
20233,97.69525033,99.6337562,0.621603483,134.7470143,12002.7276,0.867839668,36.78953368,0.000100577,3.781436364,0.204022349,0.499233925,1.972279972,3158.603208,4936.901198
18928,97.70551564,99.45096401,0.630908408,135.1269966,11999.43697,0.868396027,43.32481072,0.000100917,3.761100879,0.202629554,0.499207523,1.962747381,2961.032808,4642.619219
20130,100.342623,99.0559467,0.559725291,135.8346466,11933.16682,0.868951813,44.16540204,0.000101706,3.715124715,0.203055883,0.500596125,1.958122457,3152.554828,4945.896299
20124,102.3000398,98.9575894,0.509821738,135.8346466,11933.16682,0.870801034,61.18423064,0.00010175,3.83100857,0.198602858,0.500347843,1.959578906,3133.130698,4944.754097
19481,106.8287049,99.20573726,0.366916695,138.1735313,11977.37439,0.867871259,38.17473316,0.000101427,3.643309933,0.203088473,0.500076998,1.976185588,3058.930815,4756.212482
19668,105.3171141,99.18117069,0.410423535,137.8820058,11974.87361,0.868924141,39.43908715,0.00010148,3.704744391,0.203103605,0.5,1.967154769,3080.441529,4787.022371
19580,92.15040858,100.7666567,0.756556453,134.227985,12413.94919,0.86639428,43.20556336,9.83E-05,3.818047847,0.203766236,0.50081716,1.962675913,3076.777687,4799.78401
20278,89.61016866,101.243873,0.817722366,133.351152,12829.92284,0.868132952,54.06555068,9.73E-05,3.825647236,0.203058411,0.499556169,1.969496545,3179.929714,4959.812241
20121,86.43834799,101.2332567,0.911762229,131.938754,12655.76607,0.867799811,41.656965,9.74E-05,3.711811172,0.203702114,0.499726654,1.957931377,3165.298558,4923.248036
19665,86.41576405,101.1516312,0.910264451,132.2815171,12601.22143,0.868243071,39.91240141,9.75E-05,3.735026639,0.203416036,0.499364353,1.979327902,3079.696945,4806.558248
19182,92.74090293,99.96220137,0.766970071,133.6443692,12633.92027,0.868470441,48.42882572,9.99E-05,3.725993912,0.203905043,0.50093838,1.960245603,3019.829223,4725.785305
21812,98.58793325,99.27152533,0.611487359,135.0768421,12183.46852,0.867183202,38.57980081,0.000101217,3.721360015,0.203459312,0.500916926,1.965861248,3432.507597,5349.448472
20106,104.196608,99.23186752,0.4469059,136.0497454,12089.61412,0.867502238,37.76505958,0.000101357,3.704917104,0.203567924,0.499900527,1.96000398,3167.019302,4943.818028
