Size_of_ROIs,Mean_Value,St_Deviation,Skewness,Gradient_Mean_value,Gradient_Variance,Percentage_non_zero_Gradients,Contrast,Correlation,Entropy,Homogenity,Run_Percentage,Long_run_Emphasis,Gray_Value_Distribution,Yearly_Production
19873,103.4143813,99.31502486,0.465499815,136.2759165,11903.96831,0.868515071,43.79072855,0.000101195,3.770063747,0.202618081,0.500830272,1.961418668,3107.492515,4882.692555
18900,102.8283598,99.77884037,0.473479817,136.2544166,12002.91374,0.869312169,51.30816327,0.000100177,3.812080438,0.203051055,0.49973545,1.964637374,2947.917522,4629.539333
19256,105.9670752,99.69372707,0.385589176,136.9206418,12011.19141,0.868612381,51.06393686,0.000100358,3.776582122,0.203851478,0.500467387,1.976133652,3018.031649,4726.497977
20188,108.312017,99.46370127,0.317434114,137.7612004,11899.08845,0.866603923,38.18533992,0.000100841,3.705818583,0.204019481,0.499900931,1.981074118,3161.543004,4931.141498
19437,108.4163194,99.62837955,0.312681673,137.9596276,11892.71736,0.868909811,40.02027103,0.000100503,3.741159484,0.204045426,0.498893862,1.993812519,3037.911003,4749.946272
19199,105.7654044,100.2395447,0.400283112,138.4380069,12057.5819,0.86931611,66.60292021,9.92E-05,3.813642803,0.202836909,0.499765613,1.983428869,3004.220427,4706.879312
19682,105.3068794,99.37158588,0.408307496,135.5266899,11743.84009,0.868255259,33.44859346,0.000101103,3.729028815,0.203580668,0.499745961,1.976209841,3083.338959,4819.750915
18897,109.3941896,99.85563634,0.287775998,138.6695748,11908.16712,0.867439276,49.25657626,0.000100016,3.747842246,0.204122217,0.500608562,1.962473573,2976.063425,4646.907188
18622,110.9197186,99.73735526,0.243181006,138.7446078,11982.14945,0.867414886,31.18281417,0.000100395,3.668057801,0.202657076,0.499248201,1.974830591,2923.167151,4560.241261
19599,104.7312108,99.30870301,0.426078105,137.04358,11880.2324,0.87004439,61.43259026,0.000101115,3.773705766,0.203592108,0.498954028,1.973821454,3071.862051,4773.367113
19956,103.6830026,99.52653857,0.455154054,136.3415927,11903.95954,0.869563039,47.79537318,0.000100722,3.792088832,0.203559823,0.50010022,1.95751503,3128.856313,4917.415832
20228,105.7181135,99.4331128,0.396457796,138.1135015,11916.21909,0.869240657,37.239245,0.000100946,3.758693982,0.203637889,0.499802254,1.97537092,3170.151137,4948.148764
19928,106.7117122,99.32844179,0.366667601,136.585677,11882.00225,0.867372541,35.48835541,0.000101173,3.721078165,0.20356168,0.499949819,1.963163706,3120.426076,4881.886881
19869,110.2572349,100.1829513,0.262392313,138.1619708,11891.88272,0.869495194,55.1254635,9.94E-05,3.821823189,0.203078577,0.499018572,1.950277358,3111.652748,4878.932022
19115,110.37808,99.37759024,0.276226726,136.2986489,11847.65061,0.871462202,55.47587757,0.000100934,3.849876477,0.196414522,0.501438661,1.97391758,2972.15639,4711.821492
19366,106.8999793,99.23276323,0.366758375,138.4485682,11946.9776,0.866931736,36.15626421,0.000101372,3.658393687,0.202923361,0.500258184,1.95912469,3049.939306,4766.910818
20653,106.4555755,99.38235767,0.377566748,138.2356415,11963.02834,0.867137946,37.51001647,0.000101058,3.70815038,0.20387559,0.499636857,1.970442872,3252.690474,5072.294118
20611,106.0981515,99.58372368,0.387706865,135.930622,11843.72808,0.868807918,52.60511182,0.000100581,3.810675442,0.202543441,0.500557954,1.966850829,3239.345062,5050.358534
18617,103.6745448,99.74155017,0.457557298,135.6484131,11843.76555,0.868077564,48.08734815,0.00010025,3.806352063,0.202928654,0.499812,1.965502418,2926.596776,4570.341644
19421,106.7695278,99.15418623,0.367236993,138.383499,11938.41341,0.867669018,38.40223369,0.000101519,3.625491561,0.203316776,0.50038618,1.965013377,3051.883309,4771.279481
19678,105.5971643,99.25665215,0.404241084,138.0221082,11953.06511,0.868838297,38.93795763,0.000101302,3.664877106,0.203678342,0.500508182,1.962128135,3096.152198,4833.985481
19629,93.63910541,100.1004248,0.734133488,133.3880299,11953.38417,0.868765602,55.13012278,9.95E-05,3.800554863,0.203558387,0.500585868,1.955119072,3083.440668,4839.433951
19076,90.95381631,100.3920906,0.810503489,131.8924569,12056.44612,0.867425037,39.6231909,9.90E-05,3.721548524,0.203336924,0.500681485,1.954140928,3009.547796,4699.710083
18897,97.6449701,99.34314518,0.639380898,134.4259175,11907.754,0.868497645,48.72265329,0.00010105,3.702294663,0.203307593,0.500608562,1.968393235,2978.212474,4637.438478
19910,97.78407835,99.25812276,0.631233072,134.4777315,11916.7301,0.870015068,57.3674416,0.000101218,3.764470322,0.203238794,0.499397288,1.992859298,3120.992155,4860.293372
19380,106.4732714,99.8708509,0.372351439,137.2810251,11886.32331,0.867853457,54.44121322,1.00E-04,3.808609825,0.203904862,0.500670795,1.94104916,3043.287952,4772.908482
19464,104.2535964,99.45393429,0.440661087,136.642783,11866.81083,0.868680641,52.39158466,0.000100836,3.784392806,0.203312294,0.500308261,1.947217088,3052.227151,4760.095913
19664,104.2194365,99.12421262,0.44627804,137.071462,11887.25385,0.869914565,52.48567912,0.000101505,3.705711932,0.203037192,0.500101709,1.970103722,3090.95119,4835.354078
19976,102.7829896,98.9844266,0.487234061,137.8316104,11922.30765,0.869042851,49.28047975,0.000101824,3.701653662,0.203201224,0.499449339,1.971233838,3126.512078,4896.554375
19905,100.6515951,99.2982625,0.549150896,135.0150777,11809.56133,0.867671439,39.09604021,0.000101227,3.767900726,0.202910026,0.500527506,1.961858878,3120.255646,4880.279334
19846,100.9473949,99.13072599,0.541873241,135.4438971,11823.14665,0.868739293,48.90936288,0.000101527,3.738793888,0.203082143,0.500151164,1.963227886,3110.336893,4859.454564
19932,103.6829219,99.11767848,0.461089535,137.3286082,11906.13591,0.868302228,42.02608648,0.000101564,3.687664174,0.203748302,0.499799318,1.981027906,3134.054608,4868.80787
19626,105.2661775,99.12200126,0.414727594,137.1807545,11920.44168,0.868032202,41.28589844,0.000101581,3.68005041,0.203022185,0.500152858,1.976568867,3083.012632,4805.24837
19905,109.3043959,100.0957235,0.289986524,138.6095472,12019.55242,0.867570962,55.27444481,9.96E-05,3.794180198,0.203658827,0.500929415,1.95366563,3129.527329,4909.91044
20174,106.1693269,99.87286559,0.378543504,137.2899145,11946.38782,0.868841083,43.54645969,0.000100061,3.823939215,0.202947869,0.499851294,1.951309004,3150.566244,4957.814161
19673,107.9764144,99.47904999,0.331960034,138.3326993,11920.83006,0.867280028,40.26636847,0.000100829,3.717731799,0.203453043,0.500076247,1.96726977,3091.109372,4816.49319
20152,105.8649762,99.23853693,0.39738757,137.4211747,11852.42208,0.868052799,41.85368513,0.000101327,3.694551345,0.203163261,0.499900754,1.973099067,3171.037721,4924.618821
20510,102.8962945,99.35872555,0.48142811,135.5796987,11768.29821,0.868356899,44.81049251,0.000101063,3.768629727,0.203506619,0.50014627,1.970852018,3216.54845,5042.685319
20005,101.2420895,99.34908495,0.529568475,135.0651266,11777.27766,0.869282679,55.09522501,0.00010103,3.779199735,0.203476184,0.500174956,1.967619428,3140.427344,4897.124126
19836,106.4014418,99.44099474,0.377426645,138.3929408,11947.72384,0.869479734,49.17752398,0.000100893,3.783490853,0.202706415,0.5,1.962492438,3105.640653,4844.414196
19804,108.0059584,99.54888027,0.328542261,138.0175043,11939.38683,0.867602505,43.96595201,0.000100693,3.74956966,0.203291848,0.500353464,1.960339086,3107.903421,4856.083459
20394,98.11738747,99.30509768,0.622411202,135.9215867,11911.04417,0.868441699,46.43030956,0.000101186,3.734317685,0.203304449,0.49975483,1.961734694,3200.461342,4986.046311
20811,97.99788573,99.49560489,0.619637871,136.3726813,11922.81989,0.868915477,44.47139998,0.000100817,3.783827801,0.203690952,0.500072077,1.961660421,3264.145383,5106.180936
19611,100.124522,99.0354404,0.565980966,135.4972991,11913.83337,0.868441181,48.10755162,0.00010171,3.725366057,0.202586257,0.499617562,1.985507246,3066.804654,4786.367218
19662,102.1470349,99.11771663,0.506968889,135.6794234,11887.83873,0.86908758,37.34572116,0.000101613,3.718429584,0.202729562,0.500305157,1.97245095,3085.008539,4827.557487
19424,98.4470243,101.1046579,0.561862302,135.9815186,12078.91661,0.869336903,51.29341419,9.76E-05,3.84009668,0.202361084,0.500360379,1.977158144,3032.877148,4768.377714
19913,100.5428614,100.4387761,0.518775529,135.9954204,11971.44065,0.867172199,46.26243445,9.89E-05,3.79845292,0.203286623,0.499924672,1.969462582,3115.587644,4866.429232
19870,109.6123301,99.53369583,0.284075286,139.9792705,12072.99978,0.867237041,41.91438375,0.000100717,3.684282247,0.20320396,0.500402617,1.971034899,3129.740622,4857.173992
19858,108.6772585,99.33151356,0.309808098,139.0957141,12024.6426,0.866703596,41.58715647,0.0001011,3.691904697,0.202587242,0.499546782,1.977923387,3114.500403,4867.553831
20321,108.7390876,100.1384963,0.306187567,137.1899285,11961.02656,0.867329364,53.29272511,9.95E-05,3.820586845,0.203908716,0.499926185,1.968599272,3195.763264,4996.503888
20358,107.5665095,99.92292983,0.341837254,136.868757,11941.25206,0.869338835,46.88696121,9.99E-05,3.817608412,0.203313862,0.500392966,1.971826838,3194.811917,5011.294886
20072,108.1182742,99.4565932,0.323130147,139.1259402,12035.86768,0.869170984,44.89900372,0.000100886,3.746486246,0.20351464,0.499850538,1.973985847,3141.510515,4927.240407
19345,108.8728354,99.63039875,0.30207581,139.155932,12054.17524,0.867924528,45.25923397,0.000100522,3.733476898,0.20365121,0.499612303,1.965752716,3031.888774,4749.560993
20428,106.2751126,99.41405164,0.383414506,136.6840691,11848.96001,0.868709614,50.30858369,0.000100952,3.763763118,0.202975902,0.500097905,1.970438528,3205.83007,5001.507831
20139,105.0447887,99.2259404,0.417518702,136.4972901,11862.4879,0.867371766,52.83614773,0.000101378,3.743477222,0.202945067,0.499627588,1.981117074,3149.879547,4931.272908
20178,105.2375855,99.19108098,0.412065319,138.3056958,11973.25503,0.868867083,46.65434049,0.000101405,3.720570054,0.203933317,0.499653088,1.969748066,3165.670502,4940.079548
19224,106.5089471,99.19446048,0.379659784,138.02447,11984.54659,0.867457345,49.76672777,0.000101371,3.678559305,0.202709696,0.5,1.962026633,3024.933417,4698.49459
19361,106.7165436,99.71840579,0.364226487,136.4359969,11919.61595,0.86906668,53.7182645,0.000100378,3.797290928,0.203297233,0.499560973,1.975496278,3033.499173,4732.918321
20216,106.8821231,99.77752946,0.360738021,136.2346031,11908.31757,0.868618916,56.68285018,0.000100234,3.829256254,0.202930018,0.499159082,1.993657715,3165.558914,4934.806758
19404,110.4999485,100.0583567,0.252760196,138.8951292,11953.10499,0.869666048,60.83726736,9.96E-05,3.798192251,0.203607783,0.499381571,1.963673891,3043.979567,4752.204334
19882,109.9135399,100.101746,0.274002456,139.2077853,11966.19185,0.868926667,56.11368537,9.95E-05,3.82987229,0.20265129,0.5,1.965697616,3115.146867,4866.200483
20635,111.3422341,100.1642765,0.23021076,141.1042404,12054.23322,0.869929731,53.19514908,9.94E-05,3.79105852,0.203090199,0.498812697,1.98231808,3232.694161,5028.806665
19900,111.1835678,99.73890444,0.232318441,138.9022115,11933.20994,0.86718593,37.60059662,0.000100354,3.688634246,0.203019324,0.499899497,1.979392843,3115.278649,4869.192803
19484,105.3417163,99.42342915,0.411575883,137.6154401,11999.61949,0.867994252,45.98175141,0.000100931,3.771249452,0.202837218,0.500769862,1.971200164,3064.329507,4768.091729
20113,105.52036,99.21050819,0.407191659,138.1379361,11963.62612,0.868940486,39.00420742,0.000101396,3.670286599,0.20347176,0.500472331,1.975263262,3168.23942,4931.369958
19370,104.0933918,99.55744399,0.444037193,136.6458085,11917.69776,0.86840475,61.99488462,0.000100559,3.789790657,0.203961316,0.501600413,1.972622478,3046.196789,4782.504323
21172,103.2661062,99.1527313,0.472490034,135.7142369,11969.64865,0.867844323,39.61905255,0.000101569,3.779329895,0.202118888,0.499291517,1.991769937,3310.154858,5176.829723
20450,110.832176,100.390545,0.244440517,138.7935572,11967.97191,0.868997555,53.88151608,9.90E-05,3.826532629,0.203528191,0.500440098,1.963846004,3202.144616,5030.268321
21154,110.8090196,99.89515575,0.246470691,138.8384946,12001.28419,0.867637326,42.4106125,0.000100004,3.770408489,0.203287511,0.499243642,1.98863744,3318.464823,5168.591516
20165,107.2613439,99.32367671,0.350465029,137.7601309,11886.94605,0.869923134,55.56382457,0.000101094,3.726761847,0.203519153,0.500520704,1.973347865,3155.296047,4962.372436
19413,108.3662494,99.48190743,0.313374926,138.0795934,11913.76659,0.869417401,58.3016079,0.000100889,3.727972758,0.203588369,0.49904703,1.987303881,3030.481627,4741.766928
21099,102.3985497,99.16329926,0.497221819,138.5721077,12044.51637,0.868240201,31.98212616,0.000101521,3.681813143,0.20444875,0.499928907,1.98890785,3319.030906,5159.519151
20871,102.4120071,99.17754118,0.501609964,138.1712429,12013.73982,0.868334052,38.04477377,0.000101474,3.716893922,0.203144065,0.500263524,1.976247486,3283.95987,5133.176611
19889,106.2482779,99.71546658,0.378391726,138.116509,11963.1777,0.869173915,66.63740395,0.00010023,3.816096784,0.203406303,0.499824023,1.976964088,3117.362941,4871.372598
20137,106.6458758,99.51175199,0.37155921,137.4163133,11949.72908,0.867606893,53.05931787,0.000100706,3.790941345,0.202648145,0.50007449,1.97795432,3159.155313,4922.531877
19877,111.4738643,99.9115985,0.222968639,138.757704,11954.12842,0.86859184,50.33561985,1.00E-04,3.743163271,0.203194791,0.49871711,1.965701604,3104.549682,4868.065671
19120,110.040795,99.58213709,0.270361903,138.4558367,11941.08536,0.866579498,36.88113621,0.000100671,3.710087276,0.20269664,0.499267782,1.969411272,3000.721559,4690.275299
19597,101.5701383,99.39901539,0.513576445,136.8417861,11923.79673,0.86793897,42.76337807,0.00010102,3.76450053,0.202953889,0.500076542,1.968673469,3058.672653,4821.577347
19973,101.6797176,99.46613104,0.508879517,136.5008154,11868.76443,0.868822911,50.27415273,0.00010086,3.786357209,0.203126544,0.499023682,1.949031805,3118.902278,4889.053577
19708,109.0281104,99.46056423,0.297844272,140.4983009,12090.70924,0.868073879,36.11465536,0.000100878,3.640625564,0.203845721,0.500761112,1.972945587,3101.986321,4804.685682
19559,111.232834,99.69111505,0.232896883,140.8033199,12111.50956,0.867017741,40.11129773,0.000100485,3.650305165,0.203048337,0.499667672,1.983628364,3071.145503,4791.159828
19369,102.1895297,99.2563378,0.502143784,136.7402047,11895.40102,0.867933295,35.47490764,0.000101362,3.753624501,0.202554725,0.500748619,1.960305186,3022.362821,4748.138674
20121,107.1070026,99.26036776,0.363973057,137.0258235,11893.6857,0.868843497,37.73586649,0.000101239,3.779591352,0.199976215,0.500621241,1.94708627,3134.86161,4930.86578
19633,107.5076147,99.28134368,0.348918725,138.7789915,11992.48062,0.867875516,38.3938596,0.000101267,3.690905038,0.20245689,0.50104416,1.951916235,3084.910948,4821.784589
19361,106.5016786,99.17943351,0.373661432,138.8829644,11997.03083,0.867930375,36.12554728,0.000101485,3.655198975,0.203426998,0.498579619,1.989329742,3031.55216,4732.839843
20240,108.2967391,99.5336673,0.321047714,139.8172562,11942.21738,0.868675889,38.72263526,0.000100748,3.757364327,0.202879054,0.500543478,1.961997828,3170.205409,4972.828645
19921,110.1952211,100.1918275,0.261572036,139.9101094,11953.46818,0.869133076,54.11277241,9.94E-05,3.778276246,0.203892259,0.500727875,1.977243108,3135.868371,4881.310376
19622,108.156457,99.37304039,0.325112445,139.2163988,12007.38368,0.869024564,36.95024265,0.000101108,3.679036551,0.203133174,0.5,1.978289675,3080.914993,4789.963816
20134,111.6510877,99.83270163,0.221774986,139.5454436,12047.54856,0.868034171,35.38531209,0.000100169,3.663484371,0.203275541,0.499801331,1.97883335,3169.90629,4924.458611
19381,104.6792219,99.38482885,0.427967536,137.122988,11865.85002,0.868685826,52.69058957,0.000100975,3.753035962,0.203682474,0.499561426,1.981305515,3047.992564,4731.616815
20086,105.2828836,99.3553387,0.410741406,137.1114448,11856.27827,0.869461316,50.9781101,0.000101079,3.784370002,0.202843003,0.500597431,1.954549975,3149.897464,4931.201492
18857,116.9244312,100.9436919,0.066344345,141.8618966,12167.12957,0.867529299,35.38984042,9.80E-05,3.706832983,0.20290179,0.499018932,1.957917109,2946.467375,4617.130925
20091,116.3002339,100.7600274,0.08604506,141.3853864,12119.36957,0.86790105,33.63062028,9.83E-05,3.697000233,0.203006345,0.499825793,1.975702051,3156.341366,4940.02848
19855,102.7756233,100.9775473,0.451825967,140.3502346,12134.09489,0.869100982,62.82294375,9.77E-05,3.846343214,0.204133296,0.499722992,1.979238057,3100.612578,4858.11671
19401,103.7234163,100.7681957,0.428169751,140.0169429,12118.52444,0.868718107,48.32686305,9.83E-05,3.814147593,0.202898603,0.499407247,1.980802972,3039.971204,4732.153679
19867,111.5362662,101.4555189,0.220731774,139.5181516,12075.09772,0.870237077,61.59178264,9.69E-05,3.860392736,0.202362403,0.49962249,1.981059843,3103.440056,4840.579287
19440,111.11893,101.2036103,0.234846506,139.4257827,12070.71022,0.868981481,53.40678446,9.74E-05,3.814069071,0.203882848,0.500462963,1.97152842,3050.49224,4763.743345
20340,109.0369715,99.72861454,0.297105157,138.6272577,11977.07413,0.867895772,43.50261865,0.000100313,3.741329022,0.204009413,0.500393314,1.975830222,3196.000393,5004.329141
19335,109.9041634,99.87001157,0.272073506,138.7594647,11998.85513,0.867959659,61.675571,1.00E-04,3.767142706,0.203492144,0.499870701,1.956751164,3035.662804,4708.268081
20109,112.8817942,100.1587029,0.186795264,139.8182254,12024.57921,0.868218211,34.95421015,9.95E-05,3.721926105,0.202753573,0.500820528,1.950352497,3153.659319,4935.744713
19289,115.9139406,101.0547843,0.098385257,140.8302681,12102.02468,0.865622894,54.02973638,9.77E-05,3.77504752,0.203513395,0.500492509,1.956391133,3022.972239,4749.307852
19310,101.7022786,101.0718663,0.474663501,136.5494455,12098.03782,0.866131538,46.29860794,9.77E-05,3.813785209,0.201776987,0.5,1.967685137,3010.488969,4737.605697
19949,108.5129079,99.58289388,0.316795691,137.8106121,11959.49137,0.867863051,39.90218769,0.000100642,3.732839217,0.202915638,0.499674169,1.974719101,3135.082665,4889.747592
19912,106.7798815,99.4480792,0.365805368,137.8106121,11959.49137,0.867918843,40.07189362,0.000100886,3.766452799,0.202670216,0.499849337,1.953983724,3112.186979,4902.694364
19338,106.4595098,99.37864278,0.373311995,137.8142577,12010.83545,0.866583928,35.34624353,0.000101126,3.718341944,0.203848803,0.499431172,1.995237109,3029.147857,4713.697867
19087,104.3696757,99.26087308,0.438851781,136.7695237,12014.28894,0.868182533,44.05167735,0.000101293,3.750788477,0.202651838,0.499554671,1.961195595,2991.242685,4657.582066
19629,103.6023231,99.31931256,0.459335264,137.1600676,12180.4846,0.867848591,41.66562378,0.000101143,3.740835886,0.203766373,0.500178308,1.967101243,3072.314524,4801.609085
20152,113.4646685,100.4861131,0.164619889,140.3385468,12107.75003,0.868201667,30.28023776,9.89E-05,3.722302233,0.203434131,0.499156411,1.975444875,3149.790933,4938.133711
19616,114.317343,100.3339805,0.142123067,140.3372377,12093.42571,0.867710033,40.95120036,9.91E-05,3.735961466,0.202562017,0.499337276,1.971311894,3071.283614,4811.260949
20153,101.5689476,99.8713445,0.510018344,136.8835772,11933.79729,0.869349477,52.32286727,1.00E-04,3.850768325,0.202442683,0.499478986,1.96602424,3152.431949,4953.791774
20037,101.7357389,99.92844708,0.505671725,136.6057271,11919.38303,0.868842641,41.07664749,9.99E-05,3.830700456,0.203273439,0.500923292,1.964531234,3139.216798,4897.610541
20885,104.4185779,99.16093223,0.440203032,136.5241741,11924.80592,0.868135025,35.06812333,0.000101519,3.714068761,0.202920841,0.500119703,1.974246051,3284.747056,5136.297463
19659,106.9810265,99.21235282,0.359053602,137.1802476,11924.62611,0.867948522,35.75327207,0.000101486,3.661887983,0.203275114,0.499364159,1.978302944,3078.509422,4819.042783
20139,104.6445702,99.22438355,0.426576337,136.8241358,11893.68507,0.869258652,37.87920122,0.00010139,3.761544526,0.202595406,0.499031729,1.980199005,3136.599204,4929.689552
20346,102.638209,99.2312233,0.494399136,135.8699646,11881.21352,0.868475376,48.45267049,0.00010117,3.731423715,0.20355188,0.500147449,1.960593553,3202.537539,5016.651533
19386,116.6263283,101.3301082,0.083693687,140.991236,12170.9219,0.868874445,54.82026237,9.71E-05,3.801334466,0.202626287,0.500515836,1.948675667,3046.506338,4786.174894
20363,114.5584639,100.7750992,0.133997488,140.614319,12142.49693,0.867259245,44.30904875,9.83E-05,3.767216256,0.203351637,0.499042381,1.98327101,3182.150758,4975.746507
20076,98.00782028,99.32437563,0.625373446,133.2903362,12159.73925,0.868898187,57.12826229,0.000101091,3.734766702,0.203661954,0.499750946,1.962124988,3153.061597,4931.632911
18958,98.83210254,99.32965236,0.598187905,133.2714828,12160.68801,0.865703133,61.18953868,0.00010103,3.770204071,0.203585928,0.500474734,1.970489039,2966.39903,4651.02129
19373,102.8999122,99.13664865,0.484315268,135.9564146,11937.33055,0.868167037,51.89632107,0.000101558,3.715408776,0.203576148,0.499561245,1.972721637,3043.896466,4727.538334
19892,102.8360647,99.05732658,0.488493799,135.980992,11949.8807,0.86934446,47.63138404,0.000101652,3.732596125,0.202366938,0.500603258,1.967463346,3118.671822,4895.122515
20335,98.59429555,99.27253518,0.612640455,134.7622771,11998.5959,0.86879764,45.96289495,0.000101224,3.709883236,0.203161025,0.500713056,1.950599096,3201.535651,4992.971322
19597,98.74623667,99.36895734,0.606179095,134.6934483,12009.11247,0.868092055,50.00690081,0.000100973,3.709999463,0.204365989,0.499821401,1.981827463,3091.372231,4803.239714
20225,102.6161187,99.12641206,0.496280344,136.6162606,11987.27183,0.869320148,46.98897518,0.000101537,3.753028458,0.202289065,0.500716934,1.959711662,3176.632468,4984.900859
20142,102.1682057,99.22469575,0.506705312,137.4470326,11959.6292,0.868732003,39.38076797,0.000101356,3.722105032,0.20345108,0.500347533,1.96745386,3169.575908,4936.403056
19940,96.02372116,101.5131444,0.615825386,134.8814888,12038.67593,0.867903711,61.08871368,9.68E-05,3.840919661,0.203398336,0.500451354,1.955306143,3121.981862,4905.977453
19884,96.90907262,101.390622,0.595287507,134.8609001,12024.99138,0.86919131,72.77387074,9.69E-05,3.860463137,0.20354479,0.499597666,1.960640225,3114.979263,4889.263741
19831,103.9890575,99.45144466,0.449817408,137.9964306,11985.38992,0.867883617,34.00016636,0.000100928,3.763700672,0.203189348,0.499873935,1.974780591,3114.24019,4859.978513
19345,103.6594986,99.21868057,0.458208142,137.6080623,11953.72174,0.867976221,36.75522167,0.000101403,3.740116289,0.202870301,0.499405531,1.972880654,3027.960356,4735.384018
19940,101.6390171,99.72545331,0.514092655,134.7983702,11935.00629,0.867452357,34.41196251,0.000100379,3.784009293,0.202595712,0.499598796,1.976510741,3123.46055,4878.309978
20365,100.8538669,99.73296774,0.533484836,134.6795359,11937.5605,0.868450773,35.68007549,0.000100354,3.784396283,0.203505241,0.499091579,1.991637151,3187.114522,4958.692444
20335,108.6453897,99.47708562,0.309716419,138.8280073,11994.31339,0.868453405,39.98784835,0.00010084,3.708032679,0.20321995,0.501204819,1.967523548,3188.346154,4994.45781
19909,108.1754483,99.46559389,0.325516592,138.7849736,12000.84711,0.867195741,39.94996963,0.000100866,3.672371282,0.204116386,0.500075343,1.970871836,3137.759542,4872.126758
19355,101.6636011,99.65710113,0.512398391,134.5990709,11846.96131,0.869439421,62.42402184,0.000100345,3.804929346,0.203492397,0.500594162,1.971926927,3043.461348,4742.403034
19614,101.9720098,99.36373365,0.502135138,134.5594547,11858.39256,0.869073111,59.30279442,0.000101052,3.787172841,0.203479313,0.498827368,1.987939493,3059.495912,4775.217498
20864,99.35007669,99.53802821,0.585215721,137.3502707,12014.35565,0.866133052,34.79982132,0.000100742,3.750806624,0.203686598,0.501342025,1.956692161,3286.489293,5145.709943
20092,100.4180271,99.62102096,0.551801173,137.4990545,12007.85451,0.867459685,37.54331182,0.000100546,3.773128684,0.203921417,0.500149313,1.964374565,3163.927256,4943.345308
19617,103.4317684,99.70525356,0.461766727,135.5386786,11907.66009,0.868583372,54.3907556,0.00010032,3.815582151,0.203390122,0.499260845,1.983459261,3076.29222,4794.728201
20087,104.4244536,99.84844313,0.433815317,135.676201,11932.74328,0.868472146,43.10403362,0.000100092,3.820329098,0.203197146,0.499576841,1.963726956,3158.900349,4928.594619
19900,107.7397487,99.39379279,0.339067751,138.0268205,11969.93568,0.868442211,43.81539397,0.000100997,3.73071637,0.202975607,0.499648241,1.982902545,3125.35442,4864.658654
19700,106.8588832,99.45410308,0.363460859,137.6983521,11941.22982,0.867309645,35.68224456,0.000100931,3.727385474,0.203535551,0.49964467,1.968099157,3091.316977,4812.318907
20342,102.3858028,99.48554068,0.494658741,134.4927491,12009.05141,0.867662963,36.81613043,0.000100839,3.760690658,0.203009737,0.499901681,1.972563674,3190.949651,4980.617662
20152,102.2913855,99.38444984,0.493669656,134.487803,11938.0061,0.868102422,36.54709987,0.000101057,3.76029184,0.203166596,0.499751886,1.988084599,3145.958395,4937.197597
20871,107.3286378,99.45786607,0.34853645,139.6456426,12087.82542,0.867807005,35.960536,0.000100927,3.752903637,0.203144091,0.499544823,1.983502782,3269.031652,5098.046998
21114,108.0626125,99.53511827,0.329156852,139.3173809,12079.06275,0.866865587,33.49776716,0.000100781,3.707335733,0.20361266,0.500378896,1.962612399,3324.649598,5180.867108
20610,106.8450752,99.93248347,0.361947941,136.3017172,11898.83925,0.869626395,46.59066504,9.99E-05,3.827120496,0.203126927,0.501164483,1.966211637,3229.266822,5036.839481
19865,106.0434432,99.82994237,0.386154805,136.5078649,11883.83498,0.868965517,56.02568503,0.000100043,3.819094624,0.203568808,0.500176189,1.971316425,3116.653382,4853.646337
19629,105.8534311,99.1187611,0.393171362,136.9322628,11942.19289,0.869580722,35.86081058,0.000101628,3.697312631,0.202831257,0.499414132,1.981638274,3068.627257,4789.10201
19905,105.3101733,99.23391216,0.409685433,137.0510603,11931.0169,0.868726451,47.41690141,0.000101318,3.708766093,0.204040373,0.499221301,1.979168763,3125.671833,4870.604911
19604,104.1432871,99.29248526,0.443027571,137.9697147,11912.67642,0.869669455,58.46284239,0.000101154,3.776641551,0.203543081,0.49923485,1.988862777,3071.520895,4787.833963
20079,104.7765327,99.36324222,0.423720953,137.2909074,11874.41298,0.87006325,69.21677215,0.000101092,3.793192731,0.203044947,0.499178246,1.982639928,3139.515814,4902.405168
20172,105.3012096,99.10678468,0.410622431,137.6877572,11995.99144,0.8680349,48.01470588,0.000101591,3.705310904,0.203253705,0.499652984,1.981446572,3158.839468,4937.494494
19857,103.7180339,99.17446928,0.459949208,137.6461374,11986.6712,0.867955885,44.42161803,0.000101448,3.708346935,0.20365255,0.49967266,1.987603306,3123.407378,4857.60774
19862,103.7674957,99.09384728,0.459164416,136.0332151,11919.75352,0.867636693,34.57504561,0.000101566,3.703351161,0.202832039,0.499748263,1.977634495,3110.18517,4865.493855
19355,104.1979334,99.34285286,0.443409201,136.6897226,11928.31015,0.867786102,37.65568201,0.000101168,3.734179351,0.203447205,0.501007492,1.94070331,3039.229556,4733.856554
19645,116.7869687,101.1679402,0.074341035,142.3618086,12257.83448,0.869076101,54.53127975,9.75E-05,3.769900453,0.20335731,0.499414609,1.982774437,3080.231067,4797.769952
19117,114.9570016,100.7588836,0.124068448,141.5991432,12221.15777,0.868023225,46.88190882,9.82E-05,3.722878057,0.204227611,0.501229272,1.969526195,3003.729075,4698.79044
19939,102.535734,99.47261103,0.493274634,135.5465599,11836.66362,0.868900145,63.38640351,0.000100746,3.790974935,0.203490184,0.500777371,1.963545318,3135.69304,4891.702053
19136,103.1164298,99.38664803,0.477367843,135.4475945,11831.99561,0.867683946,49.44477663,0.000101065,3.769422535,0.203212008,0.499738712,1.972079891,3009.250758,4679.236955
